region_id,area_km2,centroid_lon,centroid_lat,map_x,map_y
1168056500,2.327443,127.050464,37.524392,0.68165,0.648376
1168058000,1.943144,127.060802,37.515304,0.70619,0.681769
1168059000,1.241326,127.048777,37.511858,0.677445,0.694215
1168060000,0.809205,127.05909,37.493363,0.701796,0.762026
1168061000,1.835962,127.065657,37.500987,0.717578,0.734219
1168063000,0.700547,127.054754,37.501565,0.691562,0.731956
1168064000,2.360341,127.035499,37.500845,0.645593,0.734322
1168065000,1.134166,127.044896,37.498484,0.667987,0.743094
1168065500,1.049811,127.041011,37.488888,0.658575,0.77815
1168065600,0.990009,127.049798,37.488276,0.679542,0.780513
1168066000,1.448844,127.062324,37.477782,0.709298,0.819079
1168067000,2.241622,127.069011,37.484674,0.725358,0.793955
1168067500,1.299293,127.078828,37.496288,0.748952,0.751588
1168069000,1.664192,127.053411,37.475333,0.687983,0.827917
1168070000,6.362006,127.104305,37.470659,0.809441,0.845685
1168072000,2.352816,127.084547,37.482309,0.762418,0.802812
1168073000,0.952738,127.089242,37.493466,0.773772,0.762046
1168075000,1.628147,127.100143,37.486921,0.799711,0.786133
1171051000,1.074462,127.11466,37.538437,0.834998,0.597815
1171052000,2.562573,127.108163,37.530167,0.819396,0.627999
1171053100,0.521901,127.141863,37.494753,0.899397,0.757964
1171053200,0.509223,127.147129,37.492297,0.911939,0.767008
1171054000,0.574808,127.156012,37.495318,0.933177,0.756052
1171055000,0.889993,127.150649,37.500532,0.920432,0.736917
1171056100,0.608787,127.122454,37.509855,0.853248,0.702488
1171056200,0.769245,127.113892,37.513247,0.832857,0.689975
1171056600,3.082692,127.128835,37.517429,0.868567,0.674849
1171057000,1.647586,127.134021,37.504005,0.880784,0.724025
1171058000,0.686394,127.110366,37.507178,0.824367,0.712138
1171059000,0.630534,127.117009,37.502853,0.840169,0.728042
1171060000,0.946184,127.102513,37.502726,0.805567,0.728332
1171061000,0.952605,127.091888,37.501903,0.780198,0.731213
1171062000,1.013952,127.121654,37.497019,0.851183,0.749443
1171063100,1.392151,127.108273,37.495188,0.819221,0.755983
1171063200,0.931587,127.130766,37.495853,0.872921,0.753815
1171064100,0.612071,127.126904,37.488443,0.863613,0.780885
1171064200,2.240296,127.119141,37.481197,0.844994,0.807306
1171064600,1.277362,127.131505,37.482974,0.874532,0.800947
1171064700,2.638595,127.141227,37.4816,0.897729,0.806084
1171065000,1.028207,127.08262,37.505988,0.758132,0.716146
1171067000,2.68479,127.079342,37.517429,0.750462,0.674243
1171068000,1.541455,127.094239,37.513897,0.785965,0.687354
1171069000,0.779601,127.109162,37.5207,0.82166,0.662649
1171071000,1.506839,127.099463,37.519772,0.798506,0.665924
1171072000,0.722932,127.073884,37.507318,0.7373,0.711165
1174051500,2.270384,127.173356,37.568941,0.975343,0.486852
1174052500,1.802632,127.164787,37.550638,0.954713,0.553733
1174052600,1.115525,127.177474,37.551856,0.984987,0.549407
1174053000,0.634447,127.145945,37.55035,0.909768,0.554588
1174054000,0.913614,127.154281,37.548236,0.929626,0.562414
1174055000,1.51581,127.150936,37.561705,0.921798,0.513093
1174056000,2.474875,127.162756,37.565104,0.950024,0.500784
1174057000,0.734908,127.134595,37.551848,0.882713,0.548978
1174058000,2.172643,127.123686,37.557033,0.856754,0.529884
1174059000,1.797967,127.138638,37.561187,0.892462,0.514855
1174060000,0.668478,127.138548,37.546325,0.892077,0.569231
1174061000,1.849737,127.122009,37.544992,0.852609,0.573918
1174062000,0.561117,127.133309,37.539693,0.879503,0.593438
1174064000,0.66316,127.12554,37.528692,0.860838,0.633602
1174065000,0.624662,127.127705,37.534402,0.866072,0.612733
1174066000,0.646853,127.133772,37.528348,0.880475,0.634955
1174068500,1.630344,127.145966,37.539696,0.909698,0.593568
1174069000,0.911467,127.140419,37.523065,0.896273,0.654359
1174070000,1.549246,127.147243,37.531308,0.91265,0.624272
